journal_id,journal_name,field
9445,JOURNAL OF CHROMATOGRAPHIC SCIENCE,Chemistry
9490,JOURNAL OF CLINICAL PERIODONTOLOGY,Dentistry
9493,JOURNAL OF CLINICAL PSYCHIATRY,Medicine
9464,Journal of Clinical Anesthesia,Medicine
9448,JOURNAL OF CHURCH AND STATE,Social Sciences
9449,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,Engineering
9473,JOURNAL OF CLINICAL IMMUNOLOGY,Immunology and Microbiology
9465,JOURNAL OF CLINICAL APHERESIS,Immunology and Microbiology
9489,Journal of Clinical Pediatric Dentistry,Dentistry
9478,Journal of Clinical Medicine Research-Canada,Medicine
9472,Journal of Clinical Imaging Science,Medicine
9481,Journal of Clinical Neonatology,Medicine
9454,Journal of Classical Sociology,Social Sciences
9455,Journal of Classics Teaching,Social Sciences
9461,Journal of Clinical and Experimental Hematopathology,Medicine
9452,Journal of Civil Society,Social Sciences
9459,Journal of Climate Change,Environmental Science
9486,Journal of Clinical Obstetrics and Gynecology,Medicine
9451,Journal of Civil Engineering Education,Engineering
9517,JOURNAL OF COLLOID AND INTERFACE SCIENCE,Chemistry
9499,JOURNAL OF CLINICAL ULTRASOUND,Medicine
9521,JOURNAL OF COMBINATORIAL THEORY SERIES A,Engineering
9526,JOURNAL OF COMMUNICATION,Social Sciences
9522,JOURNAL OF COMBINATORIAL THEORY SERIES B,Computer Science
9500,Journal of Clinical Urology,Medicine
9505,Journal of CO2 Utilization,Chemical Engineering
9520,JOURNAL OF COMBINATORIAL OPTIMIZATION,Computer Science
9515,Journal of Cold War Studies,Social Sciences
9525,JOURNAL OF COMMONWEALTH LITERATURE,Arts and Humanities
9519,JOURNAL OF COMBINATORIAL DESIGNS,Engineering
9512,Journal of Cognitive Psychotherapy,Psychology
9495,Journal of Clinical Research in Pediatric Endocrinology,Medicine
9528,Journal of Communication Inquiry,Social Sciences
9511,Journal of Cognitive Psychology,Neuroscience
9514,JOURNAL OF COLD REGIONS ENGINEERING,Earth and Planetary Sciences
9508,Journal of Cognition and Culture,Psychology
9498,Journal of Clinical Sport Psychology,Psychology
9509,Journal of Cognitive Education and Psychology,Psychology
9523,Journal of Combinatorics,Mathematics
9496,Journal of Clinical Sciences,Medicine
9516,Journal of College of Sharia and Islamic Studies,Social Sciences
9502,Journal of Clinical Virology Plus,Medicine
9513,Journal of Cognitive Science,Psychology
9524,Journal of Combustion,Engineering
9518,Journal of Combinatorial Algebra,Mathematics
9541,JOURNAL OF COMPARATIVE PATHOLOGY,Medicine
9545,JOURNAL OF COMPARATIVE PSYCHOLOGY,Psychology
9569,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,Computer Science
9531,JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,Engineering
9565,Journal of Computational Methods in Sciences and Engineering,Computer Science
9571,JOURNAL OF COMPUTER ASSISTED LEARNING,Psychology
9557,JOURNAL OF COMPUTATIONAL BIOLOGY,"Biochemistry, Genetics and Molecular Biology"
9553,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,Mathematics
9538,JOURNAL OF COMPARATIVE FAMILY STUDIES,Social Sciences
9570,JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,Engineering
9534,Journal of Community Hospital Internal Medicine Perspectives,Medicine
9566,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,Neuroscience
9533,Journal of Community Health Nursing,Health Professions
9535,Journal of Community Practice,Social Sciences
9564,JOURNAL OF COMPUTATIONAL MATHEMATICS,Engineering
9560,Journal of Computational Design and Engineering,Engineering
9532,Journal of Community Genetics,"Biochemistry, Genetics and Molecular Biology"
9562,Journal of Computational Finance,"Economics, Econometrics and Finance"
9546,Journal of Competition Law & Economics,"Economics, Econometrics and Finance"
9530,Journal of Communications Software and Systems,Engineering
9547,Journal of Competitiveness,"Business, Management and Accounting"
9536,Journal of Commutative Algebra,Mathematics
9555,Journal of Computational and Theoretical Transport,Engineering
9539,Journal of Comparative Germanic Linguistics,Arts and Humanities
9544,Journal of Comparative Politics,Social Sciences
9563,Journal of Computational Geometry,Computer Science
9593,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,Psychology
9572,JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY,Engineering
9586,JOURNAL OF CONCHOLOGY,Environmental Science
9599,JOURNAL OF CONSUMER RESEARCH,"Business, Management and Accounting"
9577,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,Computer Science
9584,JOURNAL OF COMPUTING IN CIVIL ENGINEERING,Engineering
9598,JOURNAL OF CONSUMER PSYCHOLOGY,"Business, Management and Accounting"
9594,Journal of Consumer Behaviour,"Business, Management and Accounting"
9597,Journal of Consumer Protection and Food Safety,Agricultural and Biological Sciences
9596,JOURNAL OF CONSUMER POLICY,Social Sciences
9602,Journal of Contemporary African Studies,Social Sciences
9581,Journal of Computer-Mediated Communication,Social Sciences
9592,JOURNAL OF CONSTRUCTIVIST PSYCHOLOGY,Psychology
9604,Journal of Contemporary Brachytherapy,Physics and Astronomy
9595,JOURNAL OF CONSUMER HEALTH ON THE INTERNET,Health Professions
9573,Journal of Computer Chemistry-Japan,Physics and Astronomy
9578,Journal of Computer Security,Computer Science
9585,Journal of Computing in Higher Education,Social Sciences
9587,JOURNAL OF CONFLICT & SECURITY LAW,Social Sciences
9579,Journal of Computer Virology and Hacking Techniques,Computer Science
9582,Journal of Computers in Education,Social Sciences
9590,Journal of Construction in Developing Countries,Decision Sciences
9603,Journal of Contemporary Archaeology,Arts and Humanities
9588,Journal of Conflict Archaeology,Earth and Planetary Sciences
9605,Journal of Contemporary Chinese Art,Social Sciences
9576,Journal of Computer Science & Technology,Computer Science
9600,Journal of Consumer Sciences,"Business, Management and Accounting"
9623,JOURNAL OF CONTROLLED RELEASE,"Biochemistry, Genetics and Molecular Biology"
9633,Journal of Cosmology and Astroparticle Physics,Physics and Astronomy
9617,JOURNAL OF CONTINUING EDUCATION IN NURSING,Nursing
9626,Journal of Corporate Accounting and Finance,"Business, Management and Accounting"
9610,JOURNAL OF CONTEMPORARY HISTORY,Social Sciences
9627,JOURNAL OF CORPORATE FINANCE,"Business, Management and Accounting"
9609,Journal of Contemporary European Studies,Social Sciences
9615,Journal of Contemporary Religion,Social Sciences
9614,JOURNAL OF CONTEMPORARY PSYCHOTHERAPY,Psychology
9619,Journal of Continuing Higher Education,Social Sciences
9606,Journal of Contemporary Criminal Justice,Social Sciences
9630,Journal of Cosmetic and Laser Therapy,Medicine
9621,Journal of Control Automation and Electrical Systems,Engineering
9629,Journal of Correctional Health Care,Social Sciences
9613,Journal of Contemporary Physics-Armenian Academy of Sciences,Physics and Astronomy
9611,Journal of Contemporary Mathematical Analysis-Armenian Academy of Sciences,Mathematics
9622,Journal of Control Science and Engineering,Engineering
9620,Journal of Control and Decision,Engineering
9608,Journal of Contemporary European Research,Social Sciences
9612,Journal of Contemporary Medical Sciences,Psychology
9635,Journal of Couple & Relationship Therapy-Innovations in Clinical and Educational Interventions,Psychology
9634,Journal of Cotton Science,Agricultural and Biological Sciences
9616,Journal of Contemporary Water Research & Education,Engineering
9607,Journal of Contemporary Drama in English,Arts and Humanities
9628,Journal of Corporate Law Studies,"Business, Management and Accounting"
9624,JOURNAL OF CONVEX ANALYSIS,Computer Science
9632,JOURNAL OF COSMETIC SCIENCE,Social Sciences
9650,Journal of Crohns & Colitis,"Biochemistry, Genetics and Molecular Biology"
9637,JOURNAL OF CRANIOFACIAL SURGERY,"Biochemistry, Genetics and Molecular Biology"
9667,Journal of Cystic Fibrosis,Medicine
9653,JOURNAL OF CRUSTACEAN BIOLOGY,Environmental Science
9643,Journal of Criminal Law,Social Sciences
9644,JOURNAL OF CRIMINAL LAW & CRIMINOLOGY,Social Sciences
9668,Journal of Cytology,Medicine
9642,JOURNAL OF CRIMINAL JUSTICE EDUCATION,Social Sciences
9641,JOURNAL OF CRIME & JUSTICE,Social Sciences
9652,Journal of Cross-Cultural Gerontology,Social Sciences
9659,Journal of Cultural Geography,Social Sciences
9651,Journal of Crop Improvement,Agricultural and Biological Sciences
9638,Journal of Craniovertebral Junction and Spine,Medicine
9640,Journal of Creativity in Mental Health,Psychology
9657,Journal of Culinary Science & Technology,Agricultural and Biological Sciences
9663,Journal of Current Ophthalmology,Medicine
9661,Journal of Cultural Heritage Management and Sustainable Development,Arts and Humanities
9664,Journal of Cutaneous Immunology and Allergy,Medicine
9639,Journal of Creative Communications,Social Sciences
9649,Journal of Critical Care Medicine,Medicine
9654,Journal of Cryptographic Engineering,Computer Science
9671,Journal of Dance & Somatic Practices,Psychology
9662,Journal of Curatorial Studies,Arts and Humanities
9645,Journal of Criminological Research Policy and Practice,Social Sciences
9658,Journal of Cultural Cognitive Science,Neuroscience
9646,Journal of Criminology,Social Sciences
9647,Journal of Critical & Intensive Care,Medicine
9679,JOURNAL OF DENTAL RESEARCH,Dentistry
9678,JOURNAL OF DENTAL EDUCATION,Health Professions
9681,JOURNAL OF DENTISTRY,Dentistry
9704,JOURNAL OF DIAGNOSTIC MEDICAL SONOGRAPHY,"Economics, Econometrics and Finance"
9692,JOURNAL OF DEVELOPMENT ECONOMICS,"Economics, Econometrics and Finance"
9707,JOURNAL OF DIFFERENTIAL GEOMETRY,Mathematics
9676,JOURNAL OF DEMOCRACY,Social Sciences
9705,JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS,Medicine
9689,Journal of Design History,Arts and Humanities
9695,JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,Neuroscience
9684,Journal of Derivatives,"Economics, Econometrics and Finance"
9672,Journal of Dance Medicine & Science,Psychology
9690,Journal of Destination Marketing & Management,Social Sciences
9675,Journal of Defense Modeling and Simulation-Applications Methodology Technology-JDMS,Decision Sciences
9674,JOURNAL OF DATABASE MANAGEMENT,Computer Science
9683,Journal of Dentistry Indonesia,Dentistry
9696,Journal of Developmental Entrepreneurship,"Business, Management and Accounting"
9703,Journal of Diabetology,Medicine
9691,Journal of Developing Societies,Social Sciences
9693,Journal of Development Effectiveness,Social Sciences
9688,Journal of Dermatology & Dermatologic Surgery-JDDS,Medicine
9673,Journal of Data and Information Science,Decision Sciences
9677,Journal of Demographic Economics,Social Sciences
9698,JOURNAL OF DHARMA,Social Sciences
9718,JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY,"Pharmacology, Toxicology and Pharmaceutics"
9721,JOURNAL OF DRUG TARGETING,Materials Science
9715,JOURNAL OF DISCRETE MATHEMATICAL SCIENCES & CRYPTOGRAPHY,Computer Science
9720,JOURNAL OF DRUG ISSUES,Medicine
9735,JOURNAL OF EARLY CHRISTIAN STUDIES,Arts and Humanities
9714,Journal of Disaster Research,Social Sciences
9728,Journal of Dynamics and Differential Equations,Engineering
9733,Journal of Early Childhood Teacher Education,Social Sciences
9719,JOURNAL OF DRUG EDUCATION,Medicine
9722,Journal of Drugs in Dermatology,Medicine
9726,JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS,Engineering
9736,JOURNAL OF EARLY INTERVENTION,Psychology
9709,Journal of Digestive Endoscopy,Medicine
9713,Journal of Disability Policy Studies,Social Sciences
9723,Journal of Dual Diagnosis,Medicine
9732,Journal of Early Childhood Literacy,Arts and Humanities
9710,Journal of Digital Forensics Security and Law,Computer Science
9724,Journal of Dynamic Behavior of Materials,Materials Science
9729,Journal of Dynamics and Games,"Economics, Econometrics and Finance"
9734,Journal of Early Christian History,Arts and Humanities
9727,Journal of Dynamical Systems and Geometric Theories,Mathematics
9731,Journal of Early American History,Social Sciences
9717,Journal of Doctoral Nursing Practice,Nursing
9712,Journal of Digital Media & Policy,Social Sciences
9737,Journal of Early Modern Christianity,Arts and Humanities
9730,Journal of E-Learning and Knowledge Society,Psychology
9753,JOURNAL OF ECCLESIASTICAL HISTORY,Arts and Humanities
9757,JOURNAL OF ECOLOGY,Environmental Science
9767,JOURNAL OF ECONOMIC THEORY,"Economics, Econometrics and Finance"
9762,JOURNAL OF ECONOMIC ISSUES,"Economics, Econometrics and Finance"
9741,Journal of Earth System Science,Earth and Planetary Sciences
9756,Journal of Ecological Engineering,Environmental Science
9763,JOURNAL OF ECONOMIC LITERATURE,"Economics, Econometrics and Finance"
9764,JOURNAL OF ECONOMIC PERSPECTIVES,"Economics, Econometrics and Finance"
9768,Journal of Economics,"Economics, Econometrics and Finance"
9766,JOURNAL OF ECONOMIC SURVEYS,"Economics, Econometrics and Finance"
9769,JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,"Economics, Econometrics and Finance"
9747,Journal of East European Management Studies,"Economics, Econometrics and Finance"
9760,Journal of Economic Integration,"Economics, Econometrics and Finance"
9738,Journal of Early Modern History,Arts and Humanities
9765,Journal of Economic Sociology-Ekonomicheskaya Sotsiologiya,Social Sciences
9746,Journal of East Asian Studies,"Economics, Econometrics and Finance"
9754,Journal of Echocardiography,Medicine
9749,Journal of Eastern African Studies,Social Sciences
9748,Journal of East-West Business,"Business, Management and Accounting"
9751,Journal of Eastern Mediterranean Archaeology and Heritage Studies,Arts and Humanities
9750,Journal of Eastern European and Central Asian Research,Social Sciences
9745,JOURNAL OF EAST ASIAN LINGUISTICS,Arts and Humanities
9761,Journal of Economic Interaction and Coordination,"Economics, Econometrics and Finance"
9744,Journal of East Asia and International Law,Environmental Science
9755,Journal of Ecohydraulics,Environmental Science
9739,Journal of Early Modern Studies,Arts and Humanities
9770,Journal of Economy Culture and Society,Social Sciences
9779,Journal of Education-US,Engineering
9783,JOURNAL OF EDUCATIONAL PSYCHOLOGY,Psychology
9795,Journal of Electrocardiology,Medicine
9785,JOURNAL OF EGYPTIAN ARCHAEOLOGY,Arts and Humanities
9800,JOURNAL OF ELECTROMAGNETIC WAVES AND APPLICATIONS,Engineering
9804,JOURNAL OF ELECTRONIC IMAGING,Computer Science
9778,Journal of Education for Business,"Business, Management and Accounting"
9791,Journal of Electrical Engineering & Technology,Engineering
9775,Journal of Education and Health Promotion,Psychology
9793,Journal of Electrical Systems,Computer Science
9782,JOURNAL OF EDUCATIONAL MEASUREMENT,Decision Sciences
9789,JOURNAL OF ELASTOMERS AND PLASTICS,Materials Science
9790,Journal of Electrical and Computer Engineering,Engineering
9772,JOURNAL OF ECUMENICAL STUDIES,Social Sciences
9777,Journal of Education Finance,Social Sciences
9792,Journal of Electrical Engineering-Elektrotechnicky Casopis,Engineering
9776,Journal of Education and Work,Social Sciences
9780,JOURNAL OF EDUCATIONAL AND PSYCHOLOGICAL CONSULTATION,Psychology
9787,Journal of Egyptian Womens Dermatological Society,"Biochemistry, Genetics and Molecular Biology"
9803,Journal of Electronic Commerce in Organizations,Decision Sciences
9799,Journal of Electromagnetic Engineering and Science,Engineering
9781,Journal of Educational Cultural and Psychological Studies,Social Sciences
9773,Journal of Education,Social Sciences
9784,Journal of Educational Sciences & Psychology,Social Sciences
9774,Journal of Education and Future-Egitim ve Gelecek Dergisi,Arts and Humanities
9786,Journal of Egyptian History,Arts and Humanities
9835,Journal of Energy Storage,Engineering
9814,JOURNAL OF EMERGENCY MEDICINE,Medicine
9845,JOURNAL OF ENGINEERING PHYSICS AND THERMOPHYSICS,Engineering
9841,JOURNAL OF ENGINEERING FOR GAS TURBINES AND POWER-TRANSACTIONS OF THE ASME,Engineering
9849,Journal of Engineering Thermophysics,Engineering
9830,Journal of Energy Chemistry,Engineering
9850,Journal of Engineering-JOE,Engineering
9842,JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,Engineering
9843,JOURNAL OF ENGINEERING MATHEMATICS,Engineering
9808,Journal of Electronics & Information Technology,Engineering
9807,JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS,Computer Science
9846,Journal of Engineering Research,Engineering
9810,Journal of Elementology,Agricultural and Biological Sciences
9813,Journal of Emergencies Trauma and Shock,Medicine
9837,Journal of Engineering and Technological Sciences,Engineering
9817,Journal of Empirical Legal Studies,"Economics, Econometrics and Finance"
9822,Journal of Endocrinology and Metabolism,Medicine
9819,Journal of Empirical Theology,Social Sciences
9812,Journal of EMDR Practice and Research,Psychology
9832,Journal of Energy in Southern Africa,Environmental Science
9811,Journal of Elliptic and Parabolic Equations,Mathematics
9825,Journal of Endometriosis and Pelvic Pain Disorders,Medicine
9823,Journal of Endocrinology Metabolism and Diabetes of South Africa,Medicine
9816,Journal of Emerging Market Finance,"Economics, Econometrics and Finance"
9833,Journal of Energy Markets,"Economics, Econometrics and Finance"
9827,Journal of EndoVascular Resuscitation and Trauma Management,Medicine
9848,JOURNAL OF ENGINEERING TECHNOLOGY,Engineering
9847,Journal of Engineering Science and Technology,Engineering
9870,Journal of Environmental Management,"Economics, Econometrics and Finance"
9862,Journal of Environmental Chemical Engineering,Energy
9883,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,Social Sciences
9880,Journal of Environmental Sciences,Earth and Planetary Sciences
9864,JOURNAL OF ENVIRONMENTAL ENGINEERING,Environmental Science
9867,JOURNAL OF ENVIRONMENTAL HEALTH,Environmental Science
9877,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,Environmental Science
9873,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,Environmental Science
9881,JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,Chemistry
9863,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,"Economics, Econometrics and Finance"
9872,Journal of Environmental Planning and Management,"Economics, Econometrics and Finance"
9857,JOURNAL OF ENTOMOLOGICAL SCIENCE,Agricultural and Biological Sciences
9851,JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,Arts and Humanities
9861,JOURNAL OF ENVIRONMENTAL BIOLOGY,Agricultural and Biological Sciences
9855,Journal of Enterprise Information Management,Decision Sciences
9854,JOURNAL OF ENHANCED HEAT TRANSFER,Engineering
9853,JOURNAL OF ENGLISH LINGUISTICS,Social Sciences
9860,JOURNAL OF ENVIRONMENTAL AND ENGINEERING GEOPHYSICS,Engineering
9866,Journal of Environmental Engineering and Science,Environmental Science
9865,Journal of Environmental Engineering and Landscape Management,Environmental Science
9856,JOURNAL OF ENTERPRISING CULTURE,"Business, Management and Accounting"
9869,Journal of Environmental Informatics,Environmental Science
9879,Journal of Environmental Science and Management,Agricultural and Biological Sciences
9859,Journal of Environmental Accounting and Management,Environmental Science
9858,Journal of Entrepreneurship and Public Policy,"Business, Management and Accounting"
9852,Journal of English as a Lingua Franca,Arts and Humanities
9878,Journal of Environmental Science and Health Part C-Toxicology and Carcinogenesis,Environmental Science
9922,JOURNAL OF EXPERIMENTAL MEDICINE,Immunology and Microbiology
9896,JOURNAL OF ETHNOPHARMACOLOGY,Agricultural and Biological Sciences
9920,JOURNAL OF EXPERIMENTAL BOTANY,Agricultural and Biological Sciences
9918,JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Physics and Astronomy
9885,JOURNAL OF EQUINE VETERINARY SCIENCE,Veterinary
9916,JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,"Biochemistry, Genetics and Molecular Biology"
9902,JOURNAL OF EUROPEAN STUDIES,Arts and Humanities
9900,JOURNAL OF EUROPEAN PUBLIC POLICY,Social Sciences
9909,JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,Neuroscience
9931,JOURNAL OF EXTENSION,Agricultural and Biological Sciences
9915,Journal of Experiential Education,Psychology
9914,Journal of Exotic Pet Medicine,Veterinary
9899,Journal of European Competition Law & Practice,"Economics, Econometrics and Finance"
9897,JOURNAL OF ETHOLOGY,Agricultural and Biological Sciences
9911,JOURNAL OF EVOLUTIONARY ECONOMICS,"Economics, Econometrics and Finance"
9908,JOURNAL OF EVOLUTION EQUATIONS,Computer Science
9932,Journal of Extracellular Vesicles,"Biochemistry, Genetics and Molecular Biology"
9912,Journal of Exercise Rehabilitation,Medicine
9890,Journal of Ethics,Neuroscience
9893,JOURNAL OF ETHNICITY IN SUBSTANCE ABUSE,Medicine
9891,Journal of Ethnic & Cultural Diversity in Social Work,Social Sciences
9924,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,Neuroscience
9927,Journal of Experimental Psychopathology,Psychology
9892,Journal of Ethnicity in Criminal Justice,Social Sciences
9907,Journal of Evidence-Based Social Work,Social Sciences
9901,Journal of European Real Estate Research,"Economics, Econometrics and Finance"
9889,Journal of Eta Maritime Science,Engineering
9906,Journal of Evidence-Based Psychotherapies,Psychology
9955,JOURNAL OF FINANCE,"Economics, Econometrics and Finance"
9937,Journal of Family Medicine and Primary Care,Medicine
9957,JOURNAL OF FINANCIAL ECONOMICS,"Business, Management and Accounting"
9934,Journal of Failure Analysis and Prevention,Engineering
9951,JOURNAL OF FIELD ARCHAEOLOGY,Earth and Planetary Sciences
9960,JOURNAL OF FINANCIAL RESEARCH,"Economics, Econometrics and Finance"
9942,JOURNAL OF FAMILY THERAPY,Psychology
9936,JOURNAL OF FAMILY HISTORY,"Economics, Econometrics and Finance"
9952,JOURNAL OF FIELD ORNITHOLOGY,Environmental Science
9941,Journal of Family Studies,Social Sciences
9962,Journal of Financial Stability,"Economics, Econometrics and Finance"
9961,JOURNAL OF FINANCIAL SERVICES RESEARCH,"Economics, Econometrics and Finance"
9948,JOURNAL OF FEMINIST STUDIES IN RELIGION,Social Sciences
9954,JOURNAL OF FILM AND VIDEO,"Economics, Econometrics and Finance"
9946,JOURNAL OF FEMINIST FAMILY THERAPY,Psychology
9964,Journal of Fish and Wildlife Management,Environmental Science
9940,Journal of Family Social Work,Social Sciences
9945,Journal of Feline Medicine and Surgery Open Reports,Medicine
9933,Journal of Eye Movement Research,Computer Science
9949,Journal of Fetal Medicine,Medicine
9956,Journal of Financial Economic Policy,"Economics, Econometrics and Finance"
9935,Journal of Family Business Strategy,"Business, Management and Accounting"
9967,Journal of Fisheries,Agricultural and Biological Sciences
9958,Journal of Financial Management of Property and Construction,Decision Sciences
9950,Journal of Fiber Science and Technology,Materials Science
9943,Journal of Family Trauma Child Custody & Child Development,Psychology
9959,Journal of Financial Market Infrastructures,"Economics, Econometrics and Finance"
9947,Journal of Feminist Scholarship,Social Sciences
9939,JOURNAL OF FAMILY PRACTICE,Health Professions
10003,JOURNAL OF FORENSIC SCIENCES,"Biochemistry, Genetics and Molecular Biology"
9984,JOURNAL OF FOOD ENGINEERING,Agricultural and Biological Sciences
10018,Journal of Functional Biomaterials,Engineering
9995,Journal of Foot & Ankle Surgery,Medicine
9998,Journal of Forensic and Legal Medicine,Arts and Humanities
10014,JOURNAL OF FRESHWATER ECOLOGY,Environmental Science
9997,JOURNAL OF FORAMINIFERAL RESEARCH,Earth and Planetary Sciences
10006,Journal of Forest Science,Environmental Science
10010,JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Mathematics
10005,Journal of Forest Research,Environmental Science
10013,Journal of French Language Studies,Arts and Humanities
10015,Journal of Friction and Wear,Engineering
9968,Journal of Fixed Point Theory and Applications,Mathematics
10001,JOURNAL OF FORENSIC PSYCHIATRY & PSYCHOLOGY,Psychology
9999,Journal of Forensic Nursing,Social Sciences
9971,JOURNAL OF FLOW VISUALIZATION AND IMAGE PROCESSING,Engineering
9974,Journal of Fluid Science and Technology,Engineering
10004,Journal of Forest Economics,Environmental Science
10012,Journal of French and Francophone Philosophy,Arts and Humanities
9991,Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,Agricultural and Biological Sciences
9994,Journal of Food Science and Technology-Ukraine,Agricultural and Biological Sciences
9981,Journal of Food and Nutrition Research,Medicine
9979,JOURNAL OF FOLKLORE RESEARCH,Arts and Humanities
10000,Journal of Forensic Practice,Psychology
10002,Journal of Forensic Psychology Research and Practice,Psychology
10011,Journal of Fractal Geometry,Mathematics
10009,Journal of Formative Design in Learning,Social Sciences
10052,Journal of Geography-Chigaku Zasshi,Earth and Planetary Sciences
10038,JOURNAL OF GENERAL INTERNAL MEDICINE,Health Professions
10054,JOURNAL OF GEOLOGY,Earth and Planetary Sciences
10028,JOURNAL OF GASTROENTEROLOGY,Medicine
10056,JOURNAL OF GEOMETRIC ANALYSIS,Mathematics
10045,JOURNAL OF GENETICS,"Biochemistry, Genetics and Molecular Biology"
10037,JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,"Biochemistry, Genetics and Molecular Biology"
10031,Journal of Gastrointestinal Cancer,Medicine
10051,Journal of Geographical Sciences,Environmental Science
10058,Journal of Geometry,Mathematics
10046,Journal of Genetics and Genomics,"Biochemistry, Genetics and Molecular Biology"
10068,Journal of Geophysics and Engineering,Earth and Planetary Sciences
10035,Journal of Gemmology,Earth and Planetary Sciences
10039,JOURNAL OF GENERAL MANAGEMENT,"Business, Management and Accounting"
10041,JOURNAL OF GENERAL PLANT PATHOLOGY,"Biochemistry, Genetics and Molecular Biology"
10020,JOURNAL OF FUNCTIONAL PROGRAMMING,Computer Science
10069,Journal of Geosciences,Earth and Planetary Sciences
10034,JOURNAL OF GAY & LESBIAN SOCIAL SERVICES,Psychology
10025,Journal of Gambling Issues,Psychology
10023,Journal of Future Foods,Agricultural and Biological Sciences
10055,Journal of Geology Geography and Geoecology,Environmental Science
10026,Journal of Gaming and Virtual Worlds,Social Sciences
10057,Journal of Geometric Mechanics,Physics and Astronomy
10049,Journal of Geodetic Science,Earth and Planetary Sciences
10053,Journal of Geography-Cografya Dergisi,Social Sciences
10060,Journal of Geometry and Symmetry in Physics,Mathematics
10024,Journal of Futures Studies,Decision Sciences
10108,JOURNAL OF HAZARDOUS MATERIALS,Environmental Science
10077,Journal of Gerontological Nursing,Health Professions
10091,JOURNAL OF GRAPH THEORY,Computer Science
10113,JOURNAL OF HEADACHE AND PAIN,Medicine
10089,JOURNAL OF GLOBAL OPTIMIZATION,Mathematics
10086,Journal of Global Health,Medicine
10078,JOURNAL OF GERONTOLOGICAL SOCIAL WORK,Health Professions
10080,Journal of Ginseng Research,"Biochemistry, Genetics and Molecular Biology"
10100,JOURNAL OF GYNECOLOGIC SURGERY,Medicine
10097,JOURNAL OF GROUP THEORY,Mathematics
10088,Journal of Global Information Management,Decision Sciences
10107,Journal of Hard Tissue Biology,Engineering
10109,Journal of Hazardous Materials Advances,Environmental Science
10104,Journal of Hand Surgery-Asian-Pacific Volume,Medicine
10074,Journal of Geriatric Physical Therapy,Health Professions
10102,Journal of Hand and Microsurgery,Medicine
10094,Journal of Green Building,Engineering
10087,Journal of Global Infectious Diseases,Medicine
10076,Journal of Germanic Linguistics,Social Sciences
10085,Journal of Global Entrepreneurship Research,"Business, Management and Accounting"
10093,Journal of Greek Linguistics,Arts and Humanities
10095,Journal of Grey System,Decision Sciences
10079,Journal of Gerontology and Geriatrics,Medicine
10071,Journal of Geovisualization and Spatial Analysis,Environmental Science
10111,Journal of Head & Neck Physicians and Surgeons,Medicine
10090,Journal of Global Slavery,Social Sciences
10110,Journal of Hazardous Materials Letters,Environmental Science
10082,JOURNAL OF GLASS STUDIES,Arts and Humanities
10135,JOURNAL OF HEPATOLOGY,Medicine
10143,JOURNAL OF HIGH ENERGY PHYSICS,Physics and Astronomy
10126,JOURNAL OF HEART AND LUNG TRANSPLANTATION,Medicine
10128,JOURNAL OF HELLENIC STUDIES,Social Sciences
10129,JOURNAL OF HELMINTHOLOGY,Environmental Science
10150,JOURNAL OF HISTORICAL GEOGRAPHY,"Economics, Econometrics and Finance"
10139,JOURNAL OF HERPETOLOGY,Environmental Science
10118,JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED,"Economics, Econometrics and Finance"
10116,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,Social Sciences
